,time,consumption,temperature,hour,day_of_week,load_t-24h,temperature_t-24h,load_t-25h,temperature_t-25h,load_t-26h,temperature_t-26h,load_t-48h,temperature_t-48h,load_t-49h,temperature_t-49h,load_t-50h,temperature_t-50h,load_t-72h,temperature_t-72h,original_location,location_bergen,location_helsingfors,location_oslo,location_stavanger,location_tromsø,location_trondheim
24558,2022-10-11 18:00:00,2.035403,6.800000190734863,18,1,2.162385,7.5,2.06501,8.5,1.989204,9.199999809265137,1.762771,11.600000381469728,1.7385560000000002,11.699999809265137,1.741896,11.899999618530272,1.612382,6.0,bergen,1,0,0,0,0,0
24564,2022-10-11 19:00:00,1.990232,7.300000190734863,19,1,2.118669,7.900000095367432,2.162385,7.5,2.06501,8.5,1.736016,11.5,1.762771,11.600000381469728,1.7385560000000002,11.699999809265137,1.624963,6.0,bergen,1,0,0,0,0,0
24570,2022-10-11 20:00:00,1.913749,7.199999809265137,20,1,2.07497,7.400000095367432,2.118669,7.900000095367432,2.162385,7.5,1.680324,10.600000381469728,1.736016,11.5,1.762771,11.600000381469728,1.523212,5.800000190734863,bergen,1,0,0,0,0,0
24576,2022-10-11 21:00:00,1.794563,7.199999809265137,21,1,1.958891,7.300000190734863,2.07497,7.400000095367432,2.118669,7.900000095367432,1.572001,11.0,1.680324,10.600000381469728,1.736016,11.5,1.386223,6.699999809265137,bergen,1,0,0,0,0,0
24582,2022-10-11 22:00:00,1.6703400000000002,7.400000095367432,22,1,1.746494,7.300000190734863,1.958891,7.300000190734863,2.07497,7.400000095367432,1.39671,11.800000190734863,1.572001,11.0,1.680324,10.600000381469728,1.23632,7.300000190734863,bergen,1,0,0,0,0,0
24588,2022-10-11 23:00:00,1.56684,7.5,23,1,1.594178,7.099999904632568,1.746494,7.300000190734863,1.958891,7.300000190734863,1.24069,11.899999618530272,1.39671,11.800000190734863,1.572001,11.0,1.1380260000000002,7.300000190734863,bergen,1,0,0,0,0,0
24660,2022-10-12 11:00:00,1.591592,9.899999618530272,11,2,1.546612,9.600000381469728,1.560333,9.399999618530272,1.499727,9.0,1.542598,11.699999809265137,1.477041,11.100000381469728,1.393995,10.100000381469728,1.354383,11.600000381469728,bergen,1,0,0,0,0,0
24666,2022-10-12 12:00:00,1.587589,10.0,12,2,1.519816,10.199999809265137,1.546612,9.600000381469728,1.560333,9.399999618530272,1.603558,10.899999618530272,1.542598,11.699999809265137,1.477041,11.100000381469728,1.4155859999999998,12.399999618530272,bergen,1,0,0,0,0,0
24672,2022-10-12 13:00:00,1.741343,10.100000381469728,13,2,1.6788690000000002,10.0,1.519816,10.199999809265137,1.546612,9.600000381469728,1.7888430000000002,11.0,1.603558,10.899999618530272,1.542598,11.699999809265137,1.5493050000000002,13.0,bergen,1,0,0,0,0,0
24678,2022-10-12 14:00:00,1.891575,10.5,14,2,1.831346,9.399999618530272,1.6788690000000002,10.0,1.519816,10.199999809265137,1.988766,10.100000381469728,1.7888430000000002,11.0,1.603558,10.899999618530272,1.7565890000000002,13.0,bergen,1,0,0,0,0,0
24684,2022-10-12 15:00:00,1.9282040000000005,10.199999809265137,15,2,1.831034,8.699999809265137,1.831346,9.399999618530272,1.6788690000000002,10.0,2.033535,9.199999809265137,1.988766,10.100000381469728,1.7888430000000002,11.0,1.738944,12.399999618530272,bergen,1,0,0,0,0,0
24690,2022-10-12 16:00:00,1.951539,9.899999618530272,16,2,1.887124,7.800000190734863,1.831034,8.699999809265137,1.831346,9.399999618530272,1.989204,9.199999809265137,2.033535,9.199999809265137,1.988766,10.100000381469728,1.741896,11.899999618530272,bergen,1,0,0,0,0,0
24696,2022-10-12 17:00:00,2.028418,9.5,17,2,1.917245,7.300000190734863,1.887124,7.800000190734863,1.831034,8.699999809265137,2.06501,8.5,1.989204,9.199999809265137,2.033535,9.199999809265137,1.7385560000000002,11.699999809265137,bergen,1,0,0,0,0,0
24702,2022-10-12 18:00:00,2.077564,9.600000381469728,18,2,1.952749,6.800000190734863,1.917245,7.300000190734863,1.887124,7.800000190734863,2.162385,7.5,2.06501,8.5,1.989204,9.199999809265137,1.762771,11.600000381469728,bergen,1,0,0,0,0,0
24708,2022-10-12 19:00:00,1.9899210000000005,9.800000190734863,19,2,1.952465,7.300000190734863,1.952749,6.800000190734863,1.917245,7.300000190734863,2.118669,7.900000095367432,2.162385,7.5,2.06501,8.5,1.736016,11.5,bergen,1,0,0,0,0,0
24714,2022-10-12 20:00:00,1.916288,9.899999618530272,20,2,1.86102,7.199999809265137,1.952465,7.300000190734863,1.952749,6.800000190734863,2.07497,7.400000095367432,2.118669,7.900000095367432,2.162385,7.5,1.680324,10.600000381469728,bergen,1,0,0,0,0,0
24720,2022-10-12 21:00:00,1.810381,9.899999618530272,21,2,1.704233,7.199999809265137,1.86102,7.199999809265137,1.952465,7.300000190734863,1.958891,7.300000190734863,2.07497,7.400000095367432,2.118669,7.900000095367432,1.572001,11.0,bergen,1,0,0,0,0,0
24726,2022-10-12 22:00:00,1.642505,9.899999618530272,22,2,1.560299,7.400000095367432,1.704233,7.199999809265137,1.86102,7.199999809265137,1.746494,7.300000190734863,1.958891,7.300000190734863,2.07497,7.400000095367432,1.39671,11.800000190734863,bergen,1,0,0,0,0,0
24732,2022-10-12 23:00:00,1.578504,9.600000381469728,23,2,1.4330490000000002,7.5,1.560299,7.400000095367432,1.704233,7.199999809265137,1.594178,7.099999904632568,1.746494,7.300000190734863,1.958891,7.300000190734863,1.24069,11.899999618530272,bergen,1,0,0,0,0,0
24804,2022-10-13 11:00:00,1.494914,10.899999618530272,11,3,1.4707079999999997,9.899999618530272,1.5061760000000002,10.5,1.4614090000000002,10.0,1.546612,9.600000381469728,1.560333,9.399999618530272,1.499727,9.0,1.542598,11.699999809265137,bergen,1,0,0,0,0,0
24810,2022-10-13 12:00:00,1.469364,11.100000381469728,12,3,1.500676,10.0,1.4707079999999997,9.899999618530272,1.5061760000000002,10.5,1.519816,10.199999809265137,1.546612,9.600000381469728,1.560333,9.399999618530272,1.603558,10.899999618530272,bergen,1,0,0,0,0,0
24816,2022-10-13 13:00:00,1.5609,11.300000190734863,13,3,1.600965,10.100000381469728,1.500676,10.0,1.4707079999999997,9.899999618530272,1.6788690000000002,10.0,1.519816,10.199999809265137,1.546612,9.600000381469728,1.7888430000000002,11.0,bergen,1,0,0,0,0,0
24822,2022-10-13 14:00:00,1.661755,11.300000190734863,14,3,1.720577,10.5,1.600965,10.100000381469728,1.500676,10.0,1.831346,9.399999618530272,1.6788690000000002,10.0,1.519816,10.199999809265137,1.988766,10.100000381469728,bergen,1,0,0,0,0,0
24828,2022-10-13 15:00:00,1.693915,10.800000190734863,15,3,1.824913,10.199999809265137,1.720577,10.5,1.600965,10.100000381469728,1.831034,8.699999809265137,1.831346,9.399999618530272,1.6788690000000002,10.0,2.033535,9.199999809265137,bergen,1,0,0,0,0,0
24834,2022-10-13 16:00:00,1.7677950000000002,9.300000190734863,16,3,1.861528,9.899999618530272,1.824913,10.199999809265137,1.720577,10.5,1.887124,7.800000190734863,1.831034,8.699999809265137,1.831346,9.399999618530272,1.989204,9.199999809265137,bergen,1,0,0,0,0,0
24840,2022-10-13 17:00:00,1.887117,7.5,17,3,1.916037,9.5,1.861528,9.899999618530272,1.824913,10.199999809265137,1.917245,7.300000190734863,1.887124,7.800000190734863,1.831034,8.699999809265137,2.06501,8.5,bergen,1,0,0,0,0,0
24846,2022-10-13 18:00:00,1.947454,6.599999904632568,18,3,1.844761,9.600000381469728,1.916037,9.5,1.861528,9.899999618530272,1.952749,6.800000190734863,1.917245,7.300000190734863,1.887124,7.800000190734863,2.162385,7.5,bergen,1,0,0,0,0,0
24852,2022-10-13 19:00:00,1.973862,6.099999904632568,19,3,1.779375,9.800000190734863,1.844761,9.600000381469728,1.916037,9.5,1.952465,7.300000190734863,1.952749,6.800000190734863,1.917245,7.300000190734863,2.118669,7.900000095367432,bergen,1,0,0,0,0,0
24858,2022-10-13 20:00:00,1.943615,6.199999809265137,20,3,1.721764,9.899999618530272,1.779375,9.800000190734863,1.844761,9.600000381469728,1.86102,7.199999809265137,1.952465,7.300000190734863,1.952749,6.800000190734863,2.07497,7.400000095367432,bergen,1,0,0,0,0,0
24864,2022-10-13 21:00:00,1.809476,6.800000190734863,21,3,1.612903,9.899999618530272,1.721764,9.899999618530272,1.779375,9.800000190734863,1.704233,7.199999809265137,1.86102,7.199999809265137,1.952465,7.300000190734863,1.958891,7.300000190734863,bergen,1,0,0,0,0,0
24870,2022-10-13 22:00:00,1.700461,7.5,22,3,1.527497,9.899999618530272,1.612903,9.899999618530272,1.721764,9.899999618530272,1.560299,7.400000095367432,1.704233,7.199999809265137,1.86102,7.199999809265137,1.746494,7.300000190734863,bergen,1,0,0,0,0,0
24876,2022-10-13 23:00:00,1.6286239999999998,8.300000190734863,23,3,1.452436,9.600000381469728,1.527497,9.899999618530272,1.612903,9.899999618530272,1.4330490000000002,7.5,1.560299,7.400000095367432,1.704233,7.199999809265137,1.594178,7.099999904632568,bergen,1,0,0,0,0,0
24948,2022-10-14 11:00:00,1.7154239999999998,7.900000095367432,11,4,1.724656,10.899999618530272,1.7331260000000002,10.600000381469728,1.769962,10.199999809265137,1.4707079999999997,9.899999618530272,1.5061760000000002,10.5,1.4614090000000002,10.0,1.546612,9.600000381469728,bergen,1,0,0,0,0,0
24954,2022-10-14 12:00:00,1.7906700000000002,8.399999618530273,12,4,1.7060859999999998,11.100000381469728,1.724656,10.899999618530272,1.7331260000000002,10.600000381469728,1.500676,10.0,1.4707079999999997,9.899999618530272,1.5061760000000002,10.5,1.519816,10.199999809265137,bergen,1,0,0,0,0,0
24960,2022-10-14 13:00:00,1.862161,9.199999809265137,13,4,1.762234,11.300000190734863,1.7060859999999998,11.100000381469728,1.724656,10.899999618530272,1.600965,10.100000381469728,1.500676,10.0,1.4707079999999997,9.899999618530272,1.6788690000000002,10.0,bergen,1,0,0,0,0,0
24966,2022-10-14 14:00:00,1.982677,8.600000381469727,14,4,1.767939,11.300000190734863,1.762234,11.300000190734863,1.7060859999999998,11.100000381469728,1.720577,10.5,1.600965,10.100000381469728,1.500676,10.0,1.831346,9.399999618530272,bergen,1,0,0,0,0,0
24972,2022-10-14 15:00:00,2.0684690000000003,8.300000190734863,15,4,1.875411,10.800000190734863,1.767939,11.300000190734863,1.762234,11.300000190734863,1.824913,10.199999809265137,1.720577,10.5,1.600965,10.100000381469728,1.831034,8.699999809265137,bergen,1,0,0,0,0,0
24978,2022-10-14 16:00:00,2.116491,8.0,16,4,2.031599,9.300000190734863,1.875411,10.800000190734863,1.767939,11.300000190734863,1.861528,9.899999618530272,1.824913,10.199999809265137,1.720577,10.5,1.887124,7.800000190734863,bergen,1,0,0,0,0,0
24984,2022-10-14 17:00:00,2.087752,7.199999809265137,17,4,2.029444,7.5,2.031599,9.300000190734863,1.875411,10.800000190734863,1.916037,9.5,1.861528,9.899999618530272,1.824913,10.199999809265137,1.917245,7.300000190734863,bergen,1,0,0,0,0,0
24990,2022-10-14 18:00:00,2.035905,6.900000095367432,18,4,1.958214,6.599999904632568,2.029444,7.5,2.031599,9.300000190734863,1.844761,9.600000381469728,1.916037,9.5,1.861528,9.899999618530272,1.952749,6.800000190734863,bergen,1,0,0,0,0,0
24996,2022-10-14 19:00:00,1.974467,7.0,19,4,1.844616,6.099999904632568,1.958214,6.599999904632568,2.029444,7.5,1.779375,9.800000190734863,1.844761,9.600000381469728,1.916037,9.5,1.952465,7.300000190734863,bergen,1,0,0,0,0,0
25002,2022-10-14 20:00:00,1.891967,7.0,20,4,1.726562,6.199999809265137,1.844616,6.099999904632568,1.958214,6.599999904632568,1.721764,9.899999618530272,1.779375,9.800000190734863,1.844761,9.600000381469728,1.86102,7.199999809265137,bergen,1,0,0,0,0,0
25008,2022-10-14 21:00:00,1.833729,7.0,21,4,1.645155,6.800000190734863,1.726562,6.199999809265137,1.844616,6.099999904632568,1.612903,9.899999618530272,1.721764,9.899999618530272,1.779375,9.800000190734863,1.704233,7.199999809265137,bergen,1,0,0,0,0,0
25014,2022-10-14 22:00:00,1.6852930000000002,6.800000190734863,22,4,1.549264,7.5,1.645155,6.800000190734863,1.726562,6.199999809265137,1.527497,9.899999618530272,1.612903,9.899999618530272,1.721764,9.899999618530272,1.560299,7.400000095367432,bergen,1,0,0,0,0,0
25020,2022-10-14 23:00:00,1.5991190000000002,6.5,23,4,1.496043,8.300000190734863,1.549264,7.5,1.645155,6.800000190734863,1.452436,9.600000381469728,1.527497,9.899999618530272,1.612903,9.899999618530272,1.4330490000000002,7.5,bergen,1,0,0,0,0,0
